origin,destination,route,raw_aircraft_type,openap_type,year,number_of_trips,total_distance_km,total_fuel_kg,total_energy_mwh,total_co2_kg,total_nox_kg,average_flight_distance_km,average_fuel_kg_per_flight,fuel_kg_per_km,energy_mwh_per_km,co2_kg_per_km
EDDS,LPAR,EDDS-LPAR,A20N,A20N,2025,3,5455.3184527128315,12170.841496284791,145.3739400945128,38459.859128259945,0.0,1818.4394842376105,4056.947165428264,2.231004771175632,0.026648112544597823,7.049975076914997
EDDS,LPAR,EDDS-LPAR,A20N,A20N,2026,1,1818.4394842376105,4056.947165428264,48.45798003150426,12819.953042753315,0.0,1818.4394842376105,4056.947165428264,2.231004771175632,0.026648112544597823,7.049975076914997
EDDS,LPAR,EDDS-LPAR,A21N,A21N,2025,3,5455.3184527128315,17611.96565447846,210.3651453173816,55653.81146815194,0.0,1818.4394842376105,5870.655218159486,3.2284028525814743,0.038561478516945386,10.20175301415746
EDDS,LPAR,EDDS-LPAR,A21N,A21N,2026,2,3636.878968475221,11741.310436318974,140.24343021158774,37102.54097876796,0.0,1818.4394842376105,5870.655218159487,3.2284028525814747,0.038561478516945386,10.20175301415746
EDDS,LPAR,EDDS-LPAR,A319,A319,2025,7,12729.076389663274,44119.28824109885,526.9803873242363,139416.95084187237,0.0,1818.4394842376107,6302.755463014122,3.4660243124101444,0.04139973484267672,10.952636827216056
EDDS,LPAR,EDDS-LPAR,A319,A319,2026,8,14547.515873900884,50422.04370411298,602.2632997991273,159333.65810499698,0.0,1818.4394842376105,6302.755463014122,3.466024312410145,0.04139973484267673,10.952636827216056
EDDS,LPAR,EDDS-LPAR,A320,A320,2025,11,20002.834326613716,74402.58016578968,888.697485313599,235112.1533238954,0.0,1818.4394842376105,6763.870924162698,3.7196018799594444,0.0444285780106267,11.753941940671846
EDDS,LPAR,EDDS-LPAR,A320,A320,2026,4,7273.757936950442,27055.483696650794,323.16272193221783,85495.32848141651,0.0,1818.4394842376105,6763.870924162698,3.7196018799594444,0.0444285780106267,11.753941940671844
EDDS,LPCS,EDDS-LPCS,A21N,A21N,2025,1,1849.2261096193447,5965.744239330798,71.2575006364512,18851.751796285324,0.0,1849.2261096193447,5965.744239330798,3.2260761452036935,0.038533687289933005,10.194400618843671
EDDS,LPCS,EDDS-LPCS,A319,A319,2025,3,5547.678328858034,19183.15073582307,229.1320782334422,60618.75632520091,0.0,1849.2261096193445,6394.38357860769,3.4578700491763805,0.04130233669849565,10.926869355397365
EDDS,LPCS,EDDS-LPCS,A319,A319,2026,2,3698.4522192386894,12788.76715721538,152.7547188222948,40412.50421680061,0.0,1849.2261096193447,6394.38357860769,3.45787004917638,0.041302336698495645,10.926869355397365
EDDS,LPCS,EDDS-LPCS,A320,A320,2025,2,3698.4522192386894,13723.97304505633,163.92523359372836,43367.754822378,0.0,1849.2261096193447,6861.986522528165,3.710734175141338,0.04432265820307709,11.72591999344663
EDDS,LPCS,EDDS-LPCS,A320,A320,2026,1,1849.2261096193447,6861.986522528165,81.96261679686418,21683.877411189,0.0,1849.2261096193447,6861.986522528165,3.710734175141338,0.04432265820307709,11.72591999344663
EDDS,LPFR,EDDS-LPFR,A20N,A20N,2025,6,11408.005465416629,25280.715932229843,301.9641069683009,79887.06234584631,0.0,1901.3342442361047,4213.4526553716405,2.216050475156971,0.026469491786597153,7.002719501496029
EDDS,LPFR,EDDS-LPFR,A20N,A20N,2026,41,77954.7040136803,172751.55887023726,2063.421397616723,545894.9260299498,0.0,1901.3342442361047,4213.4526553716405,2.216050475156971,0.026469491786597157,7.0027195014960295
EDDS,LPFR,EDDS-LPFR,A21N,A21N,2025,1,1901.3342442361047,6126.415474618847,73.17662928016956,19359.47289979556,0.0,1901.3342442361047,6126.415474618847,3.2221664829269643,0.038486988546072076,10.182046086049208
EDDS,LPFR,EDDS-LPFR,A21N,A21N,2026,1,1901.3342442361047,6126.415474618847,73.17662928016956,19359.47289979556,0.0,1901.3342442361047,6126.415474618847,3.2221664829269643,0.038486988546072076,10.182046086049208
EDDS,LPFR,EDDS-LPFR,A319,A319,2025,24,45632.021861666515,157182.6097773262,1877.458950118063,496697.0468963508,0.0,1901.3342442361047,6549.275407388592,3.4445681642997394,0.04114345307358022,10.884835399187176
EDDS,LPFR,EDDS-LPFR,A319,A319,2026,25,47533.35610590262,163731.8851847148,1955.6864063729822,517392.7571836987,0.0,1901.3342442361047,6549.275407388592,3.44456816429974,0.04114345307358022,10.884835399187176
EDDS,LPFR,EDDS-LPFR,A320,A320,2025,47,89362.70947909693,330308.55474106263,3945.3521816293596,1043775.0329817581,0.0,1901.334244236105,7027.841590235375,3.6962683502599707,0.04414987196143854,11.68020798682151
EDDS,LPFR,EDDS-LPFR,A320,A320,2026,39,74152.03552520808,274085.82201917964,3273.802874117979,866111.1975806077,0.0,1901.3342442361045,7027.841590235375,3.696268350259971,0.04414987196143855,11.68020798682151
EDDS,LPFR,EDDS-LPFR,A321,A321,2026,1,1901.3342442361047,8223.308054238814,98.22284620340804,25985.653451394654,0.0,1901.3342442361047,8223.308054238814,4.3250196955994324,0.05165995747521543,13.667062238094207
EDDS,LPFR,EDDS-LPFR,B38M,B38M,2025,3,5704.002732708314,17090.292313176473,204.13404707405232,54005.32370963766,0.0,1901.3342442361047,5696.764104392158,2.9961928691190933,0.03578785927003361,9.467969466416337
EDDS,LPFR,EDDS-LPFR,B738,B738,2025,20,38026.6848847221,139075.73431614303,1661.1823821094865,439479.320439012,0.0,1901.334244236105,6953.786715807151,3.657319451794211,0.04368464900754197,11.557129467669707
EDDS,LPMA,EDDS-LPMA,A20N,A20N,2025,2,5595.69867838434,11779.881545111182,140.7041406777169,37224.42568255134,0.0,2797.84933919217,5889.940772555591,2.1051672404405477,0.025145053149706546,6.652328479792131
EDDS,LPMA,EDDS-LPMA,A20N,A20N,2026,5,13989.24669596085,29449.703862777955,351.76035169429224,93061.06420637835,0.0,2797.84933919217,5889.940772555591,2.1051672404405477,0.025145053149706543,6.652328479792132
EDDS,LPMA,EDDS-LPMA,A319,A319,2025,9,25180.64405272953,82597.20620100411,986.5777407342159,261007.17159517301,0.0,2797.84933919217,9177.467355667124,3.2801864014296624,0.03918000423929875,10.365389028517734
EDDS,LPMA,EDDS-LPMA,A319,A319,2026,11,30776.342731113873,100952.14091233836,1205.8172386751528,319008.76528298925,0.0,2797.84933919217,9177.467355667124,3.2801864014296624,0.03918000423929875,10.365389028517734
EDDS,LPMA,EDDS-LPMA,A320,A320,2025,3,8393.548017576511,29524.120042372266,352.6492116172243,93296.21933389636,0.0,2797.8493391921706,9841.373347457422,3.5174779462209873,0.042014319913195125,11.115230310058319
EDDS,LPMA,EDDS-LPMA,A320,A320,2026,5,13989.24669596085,49206.86673728711,587.7486860287072,155493.69888982727,0.0,2797.84933919217,9841.373347457422,3.517477946220988,0.04201431991319514,11.11523031005832
EDDS,LPMA,EDDS-LPMA,B38M,B38M,2025,1,2797.84933919217,8010.759373294625,95.68407029213024,25313.99961961101,0.0,2797.84933919217,8010.759373294625,2.8631846829921126,0.03419915038018356,9.047663598255074
EDDS,LPMA,EDDS-LPMA,B38M,B38M,2026,5,13989.24669596085,40053.79686647312,478.4203514606512,126569.99809805506,0.0,2797.84933919217,8010.759373294624,2.8631846829921126,0.03419915038018357,9.047663598255074
EDDS,LPMA,EDDS-LPMA,B738,B738,2025,16,44765.58942707472,155161.0433422774,1853.3124621438687,490308.8969615966,0.0,2797.84933919217,9697.565208892338,3.4660784171074557,0.04140038109322793,10.95280779805956
EDDS,LPMA,EDDS-LPMA,B738,B738,2026,26,72744.08281899642,252136.6954312008,3011.6327509837865,796751.9575625946,0.0,2797.84933919217,9697.565208892338,3.4660784171074557,0.04140038109322793,10.952807798059562
EDDS,LPPR,EDDS-LPPR,A20N,A20N,2025,8,13001.93601858919,29529.529115019483,352.71381998495497,93313.31200346157,0.0,1625.2420023236486,3691.1911393774353,2.2711640076370463,0.0271277923134425,7.176878264133066
EDDS,LPPR,EDDS-LPPR,A20N,A20N,2026,30,48757.26006970946,110735.73418132306,1322.676824943581,349924.9200129809,0.0,1625.2420023236486,3691.1911393774353,2.2711640076370463,0.0271277923134425,7.176878264133066
EDDS,LPPR,EDDS-LPPR,A319,A319,2025,13,21128.146030207434,74435.76441808217,889.0938527715371,235217.01556113965,0.0,1625.2420023236486,5725.828032160167,3.5230618110864773,0.04208101607686626,11.132875323033268
EDDS,LPPR,EDDS-LPPR,A319,A319,2026,13,21128.146030207434,74435.76441808217,889.0938527715371,235217.01556113965,0.0,1625.2420023236486,5725.828032160167,3.5230618110864773,0.04208101607686626,11.132875323033268
EDDS,LPPR,EDDS-LPPR,A320,A320,2025,31,50382.50207203311,190527.91400363605,2275.7500839323193,602068.2082514899,0.0,1625.2420023236486,6146.061742052776,3.781628664079318,0.04516945348761407,11.949946578490646
EDDS,LPPR,EDDS-LPPR,A320,A320,2026,53,86137.82612315338,325741.27232879715,3890.798530593965,1029342.4205589988,0.0,1625.2420023236486,6146.061742052776,3.7816286640793186,0.04516945348761407,11.949946578490644
EDDS,LPPS,EDDS-LPPS,A320,A320,2026,2,5475.746693295427,19310.906497749907,230.658049834235,61022.4645328897,0.0,2737.8733466477133,9655.453248874954,3.5266252402424723,0.04212357925845175,11.144135759166211
EDDS,LPPT,EDDS-LPPT,A20N,A20N,2025,3,5499.43967097534,12254.198786251996,146.36959661356553,38723.26816455633,0.0,1833.14655699178,4084.7329287506655,2.228263153958498,0.026615365450059842,7.041311566508858
EDDS,LPPT,EDDS-LPPT,A20N,A20N,2026,16,29330.34491186848,65355.72686001065,780.6378486056828,206524.09687763374,0.0,1833.14655699178,4084.7329287506655,2.228263153958498,0.026615365450059842,7.041311566508857
EDDS,LPPT,EDDS-LPPT,A21N,A21N,2025,4,7332.58622796712,23664.377968276156,282.65784795440965,74779.43437975265,0.0,1833.14655699178,5916.094492069039,3.2272894218438464,0.03854817920535705,10.198234573026554
EDDS,LPPT,EDDS-LPPT,A21N,A21N,2026,7,12832.02589894246,41412.661444483274,494.6512339202169,130864.01016456714,0.0,1833.14655699178,5916.094492069039,3.2272894218438464,0.03854817920535705,10.198234573026554
EDDS,LPPT,EDDS-LPPT,A319,A319,2025,9,16498.31901292602,57118.83586299722,682.2527616969114,180495.5213270712,0.0,1833.1465569917798,6346.5373181108025,3.4621003399343926,0.04135286517143859,10.94023707419268
EDDS,LPPT,EDDS-LPPT,A319,A319,2026,13,23830.90524089314,82504.98513544044,985.4762113399831,260715.75302799177,0.0,1833.1465569917798,6346.5373181108025,3.462100339934393,0.04135286517143859,10.94023707419268
EDDS,LPPT,EDDS-LPPT,A320,A320,2025,23,42162.37081081094,156647.31480707863,1871.0651490845503,495005.51479036844,0.0,1833.14655699178,6810.752817699071,3.715334593255661,0.04437760764166484,11.74045731468789
EDDS,LPPT,EDDS-LPPT,A320,A320,2026,35,64160.1294947123,238376.3486194675,2847.2730529547503,753269.2616375173,0.0,1833.14655699178,6810.752817699071,3.7153345932556614,0.04437760764166484,11.74045731468789
EDDS,LPPT,EDDS-LPPT,A321,A321,2026,1,1833.14655699178,7970.11045946678,95.19854159918654,25185.549051915023,0.0,1833.14655699178,7970.11045946678,4.347775920625707,0.05193176794080705,13.73897190917723
EDDS,LROP,EDDS-LROP,A20N,A20N,2025,2,2728.713857262059,6390.10513609696,76.32625579226924,20192.73223006639,0.0,1364.3569286310294,3195.05256804848,2.3418011086397583,0.027971513242085997,7.400091503301635
EDDS,LROP,EDDS-LROP,A20N,A20N,2026,2,2728.713857262059,6390.10513609696,76.32625579226924,20192.73223006639,0.0,1364.3569286310294,3195.05256804848,2.3418011086397583,0.027971513242085997,7.400091503301635
EDDS,LROP,EDDS-LROP,A21N,A21N,2026,1,1364.3569286310294,4454.3696488164815,53.20497080530797,14075.80809026008,0.0,1364.3569286310294,4454.3696488164815,3.264812568721232,0.038996372348614715,10.316807717159092
EDDS,LROP,EDDS-LROP,A319,A319,2025,28,38201.99400166882,138359.4165793889,1652.626364698256,437215.7563908689,0.0,1364.3569286310292,4941.407734978175,3.6217852024515995,0.0432602121403941,11.444841239747054
EDDS,LROP,EDDS-LROP,A319,A319,2026,29,39566.35093029985,143300.82431436706,1711.648734866051,452830.60483339994,0.0,1364.3569286310294,4941.407734978175,3.621785202451599,0.0432602121403941,11.444841239747054
EDDS,LROP,EDDS-LROP,A320,A320,2025,6,8186.141571786176,31835.78715330983,380.2607909978674,100601.08740445907,0.0,1364.3569286310294,5305.964525551638,3.8889856563234853,0.046451773117197184,12.289194673982214
EDDS,LROP,EDDS-LROP,A320,A320,2026,4,5457.427714524118,21223.858102206552,253.50719399857826,67067.39160297271,0.0,1364.3569286310294,5305.964525551638,3.888985656323485,0.046451773117197184,12.289194673982214
EDDS,LSZH,EDDS-LSZH,A21N,A21N,2025,1,143.32264865106245,491.1831301445088,5.866909610059411,1552.138691256648,0.0,143.32264865106245,491.1831301445088,3.427114519355261,0.040934978981187836,10.829681881162625
EDDS,LSZH,EDDS-LSZH,A321,A321,2026,1,143.32264865106245,962.168696012798,11.49257053570842,3040.4530794004418,0.0,143.32264865106245,962.168696012798,6.713305294512958,0.08018670212890477,21.214044730660948
EDDS,LSZH,EDDS-LSZH,B738,B738,2025,1,143.32264865106245,851.6880794999486,10.17294094958272,2691.3343312198376,0.0,143.32264865106245,851.6880794999486,5.9424528329328705,0.07097929772669818,18.77815095206787
EDDS,LTBS,EDDS-LTBS,B38M,B38M,2025,1,2072.2489867006266,6141.999147043089,73.36276758968133,19408.71730465616,0.0,2072.2489867006266,6141.999147043089,2.9639291351866928,0.03540248689250772,9.366016067189948
EDDS,LTBS,EDDS-LTBS,B738,B738,2025,1,2072.2489867006266,7483.068012067205,89.38109014413605,23646.49491813237,0.0,2072.2489867006266,7483.068012067205,3.6110853763675976,0.043132408662168525,11.411029789321608
EDDS,LYTV,EDDS-LYTV,A319,A319,2026,1,1016.0416371063952,3884.2765777667096,46.39552578999125,12274.313985742803,0.0,1016.0416371063952,3884.2765777667096,3.822950198014342,0.04566301625406018,12.08052262572532
EDDS,LYTV,EDDS-LYTV,A320,A320,2026,1,1016.0416371063952,4173.639401161709,49.85180395832042,13188.700507671005,0.0,1016.0416371063952,4173.639401161709,4.107744455284233,0.04906472543811722,12.980472478698179
EDDS,OEJN,EDDS-OEJN,A21N,A21N,2026,1,3999.3683560276095,12322.75066438912,147.18841071353668,38939.89209946962,0.0,3999.3683560276095,12322.75066438912,3.081174217377853,0.03680291426312435,9.736510526914014
EDDS,OJAI,EDDS-OJAI,A320,A320,2025,1,2926.65043638114,10239.553060548777,122.30577266766596,32356.987671334136,0.0,2926.65043638114,10239.553060548777,3.4987277377786814,0.04179035909013425,11.055979651380634
EDDS,OJAM,EDDS-OJAM,A320,A320,2025,1,2907.3538426074483,10179.993819973197,121.5943706274576,32168.780471115297,0.0,2907.3538426074483,10179.993819973197,3.5014636577030167,0.04182303813367491,11.064625158341531
EDDS,OJAM,EDDS-OJAM,A320,A320,2026,3,8722.061527822345,30539.98145991959,364.7831118823728,96506.34141334589,0.0,2907.3538426074483,10179.993819973197,3.5014636577030167,0.04182303813367491,11.064625158341531
EDDS,OMDB,EDDS-OMDB,A20N,A20N,2025,93,442172.8009879973,878961.9423709573,10498.71208943088,2777519.7378922254,0.0,4754.546247182767,9451.203681408144,1.987824534677375,0.023743459719757536,6.281525529580506
EDDS,OMDB,EDDS-OMDB,A20N,A20N,2026,60,285272.774830966,567072.2208844887,6773.362638342503,1791948.2179949842,0.0,4754.546247182767,9451.203681408144,1.987824534677375,0.023743459719757533,6.281525529580506
EDDV,DTTG,EDDV-DTTG,B738,B738,2026,1,2066.319906983369,7464.7584924516,89.16239310428301,23588.63683614706,0.0,2066.319906983369,7464.7584924516,3.6125860604757176,0.043150333500126634,11.415771951103268
EDDV,DTTJ,EDDV-DTTJ,B738,B738,2025,2,4135.577453572667,14938.590836843625,178.4331683289655,47205.947044425855,0.0,2067.7887267863334,7469.295418421812,3.6122140147413724,0.043145889620521946,11.414596286582738
EDDV,DTTJ,EDDV-DTTJ,B738,B738,2026,6,12406.732360718,44815.77251053088,535.2995049868965,141617.84113327757,0.0,2067.7887267863334,7469.295418421813,3.612214014741373,0.043145889620521946,11.414596286582738
EDDV,EBBR,EDDV-EBBR,A320,A320,2026,1,399.3103590475845,2061.183321521521,24.619689673729283,6513.339296008008,0.0,399.3103590475845,2061.183321521521,5.161857875257117,0.06165552462112669,16.311470885812493
EDDV,EBBR,EDDV-EBBR,B38M,B38M,2025,3,1197.9310771427536,4916.639805648237,58.72653101190949,15536.581785848428,0.0,399.31035904758454,1638.8799352160788,4.104276030116161,0.049023297026387476,12.969512255167068
EDDV,EBBR,EDDV-EBBR,B38M,B38M,2026,2,798.620718095169,3277.7598704321576,39.15102067460633,10357.721190565619,0.0,399.3103590475845,1638.8799352160788,4.104276030116161,0.049023297026387476,12.969512255167068
EDDV,EBBR,EDDV-EBBR,B738,B738,2025,2,798.620718095169,4165.313265336762,49.75235289152244,13162.389918464172,0.0,399.3103590475845,2082.656632668381,5.21563386844216,0.062297848984170255,16.48140302427723
EDDV,EBBR,EDDV-EBBR,B738,B738,2026,8,3194.482872380676,16661.253061347048,199.00941156608977,52649.55967385669,0.0,399.3103590475845,2082.656632668381,5.21563386844216,0.062297848984170255,16.48140302427723
EDDV,EDDB,EDDV-EDDB,A20N,A20N,2026,2,516.8814529960374,1737.387482560135,20.75212826391272,5490.1444448900265,0.0,258.4407264980187,868.6937412800675,3.3612881106288297,0.040148719099177686,10.621670429587104
EDDV,EDDB,EDDV-EDDB,A21N,A21N,2026,2,516.8814529960374,1755.491582614046,20.968371681223324,5547.353401060385,0.0,258.4407264980187,877.745791307023,3.3963137435838777,0.04056708082614076,10.732351429725053
EDDV,EDDB,EDDV-EDDB,A320,A320,2025,2,516.8814529960374,2810.507554129822,33.5699513409951,8881.203871050238,0.0,258.4407264980187,1405.253777064911,5.437431615777802,0.06494709985512376,17.182283905857858
EDDV,EDDB,EDDV-EDDB,A320,A320,2026,10,2584.407264980187,14052.537770649109,167.84975670497548,44406.01935525119,0.0,258.4407264980187,1405.253777064911,5.437431615777802,0.06494709985512376,17.182283905857858
EDDV,EDDB,EDDV-EDDB,A321,A321,2025,2,516.8814529960374,3238.47178204845,38.68174628557872,10233.570831273104,0.0,258.4407264980187,1619.235891024225,6.265405274801527,0.07483678522679603,19.79868066837283
EDDV,EDDB,EDDV-EDDB,A321,A321,2026,1,258.4407264980187,1619.235891024225,19.34087314278936,5116.785415636552,0.0,258.4407264980187,1619.235891024225,6.265405274801527,0.07483678522679603,19.79868066837283
EDDV,EDDC,EDDV-EDDC,B38M,B38M,2026,2,634.0204650676782,2790.232564685787,33.327777855969124,8817.134904407088,0.0,317.0102325338391,1395.1162823428936,4.40085567961587,0.05256577617318956,13.906703947586152
EDDV,EDDC,EDDV-EDDC,B738,B738,2025,1,317.0102325338391,1788.3976131247564,21.3614159345457,5651.336457474231,0.0,317.0102325338391,1788.3976131247564,5.641450746968727,0.06738399503323757,17.82698436042118
EDDV,EDDE,EDDV-EDDE,B738,B738,2026,1,185.482994712775,1109.5374099206238,13.252807951829674,3506.138215349172,0.0,185.482994712775,1109.5374099206238,5.981882121532326,0.07145025867385835,18.902747504042154
EDDV,EDDF,EDDV-EDDF,A20N,A20N,2025,17,4773.954978885062,15726.713858688408,187.84685997877824,49696.41579345538,0.0,280.820881110886,925.1008152169652,3.2942736008711417,0.039348268010405314,10.40990457875281
EDDV,EDDF,EDDV-EDDF,A20N,A20N,2026,53,14883.506698876958,49030.34320649916,585.6402105220733,154935.88453253734,0.0,280.820881110886,925.1008152169652,3.2942736008711417,0.03934826801040531,10.409904578752808
EDDV,EDDF,EDDV-EDDF,A21N,A21N,2025,10,2808.2088111088597,9513.85975052428,113.63776924237331,30063.796811656724,0.0,280.820881110886,951.385975052428,3.3878747594868495,0.040466281849426244,10.705684239978444
EDDV,EDDF,EDDV-EDDF,A21N,A21N,2026,14,3931.492335552404,13319.403650733992,159.09287693932265,42089.31553631942,0.0,280.820881110886,951.385975052428,3.3878747594868495,0.04046628184942625,10.705684239978444
EDDV,EDDF,EDDV-EDDF,A319,A319,2025,287,80595.59287882427,409063.8243632473,4886.040124338788,1292641.6849878617,0.0,280.820881110886,1425.3094925548687,5.07551107637208,0.06062416007888873,16.038615001335774
EDDV,EDDF,EDDV-EDDF,A319,A319,2026,429,120472.15799657008,611457.7723060386,7303.52339143324,1932206.5604870822,0.0,280.820881110886,1425.3094925548687,5.07551107637208,0.06062416007888874,16.038615001335774
EDDV,EDDF,EDDV-EDDF,A320,A320,2025,120,33698.505733306316,180246.68086772293,2152.946465920024,569579.5115420045,0.0,280.820881110886,1502.0556738976911,5.348803365176337,0.06388848463960625,16.90221863395723
EDDV,EDDF,EDDV-EDDF,A320,A320,2026,267,74979.17525660656,401048.8649306835,4790.305886672053,1267314.41318096,0.0,280.820881110886,1502.0556738976911,5.348803365176337,0.06388848463960625,16.90221863395723
EDDV,EDDF,EDDV-EDDF,A321,A321,2025,65,18253.357272207588,112378.63747083064,1342.3003920126996,355116.4944078248,0.0,280.820881110886,1728.902114935856,6.156600990982488,0.07353717850340195,19.454859131504662
EDDV,EDDF,EDDV-EDDF,A321,A321,2026,83,23308.133132203537,143498.87553967605,1714.0143467239088,453456.4467053763,0.0,280.820881110886,1728.9021149358562,6.156600990982488,0.07353717850340195,19.454859131504662
EDDV,EDDF,EDDV-EDDF,B38M,B38M,2025,1,280.820881110886,1194.500774032503,14.26764813427712,3774.622445942709,0.0,280.820881110886,1194.500774032503,4.25360382499775,0.05080693457636202,13.441388086992887
EDDV,EDDF,EDDV-EDDF,B738,B738,2025,9,2527.387929997974,13693.878154555596,163.56576684608072,43272.6549683957,0.0,280.820881110886,1521.542017172844,5.418194014468754,0.06471731739504344,17.12149308572127
EDDV,EDDF,EDDV-EDDF,B738,B738,2026,13,3650.6714544415177,19780.046223246973,236.2616632221166,62504.94606546045,0.0,280.820881110886,1521.542017172844,5.418194014468754,0.06471731739504345,17.12149308572127
EDDV,EDDF,EDDV-EDDF,E190,E190,2026,1,280.820881110886,1088.0647559059012,12.996329028876042,3438.284628662648,0.0,280.820881110886,1088.0647559059012,3.874586361248058,0.04627978153712958,12.243692901543865
EDDV,EDDG,EDDV-EDDG,A319,A319,2026,1,141.20032222828357,778.6770219679764,9.30086442906194,2460.619389418805,0.0,141.20032222828357,778.6770219679764,5.514697202383587,0.06586999436180396,17.42644315953213
EDDV,EDDG,EDDV-EDDG,B738,B738,2025,1,141.20032222828357,841.1407027223044,10.046958393627524,2658.0046206024817,0.0,141.20032222828357,841.1407027223044,5.957073535302578,0.0711539338938919,18.824352371556145
EDDV,EDDH,EDDV-EDDH,A21N,A21N,2026,5,653.8880805230847,2248.39557784908,26.8558360687529,7104.930026003093,0.0,130.77761610461692,449.67911556981596,3.438502160875072,0.04107099803267448,10.86566682836523
EDDV,EDDH,EDDV-EDDH,A319,A319,2025,6,784.6656966277015,4362.139594865531,52.10333404978273,13784.361119775078,0.0,130.77761610461692,727.0232658109218,5.5592332041695265,0.0664019521609138,17.567176925175705
EDDV,EDDH,EDDV-EDDH,A319,A319,2026,7,915.4433127323184,5089.1628606764525,60.78722305807985,16081.754639737592,0.0,130.77761610461692,727.0232658109218,5.5592332041695265,0.0664019521609138,17.567176925175705
EDDV,EDDH,EDDV-EDDH,A320,A320,2026,2,261.55523220923385,1548.215132781747,18.49256964155975,4892.3598195903205,0.0,130.77761610461692,774.1075663908734,5.919266533896886,0.07070235026599057,18.704882247114163
EDDV,EDDH,EDDV-EDDH,A321,A321,2026,1,130.77761610461692,893.1773174796342,10.668506847673408,2822.4403232356444,0.0,130.77761610461692,893.1773174796342,6.829741542047437,0.08157746841889994,21.581983272869905
EDDV,EDDK,EDDV-EDDK,A20N,A20N,2026,1,248.01054671175405,842.3993360439572,10.061992069413932,2661.9819018989047,0.0,248.01054671175405,842.3993360439572,3.396627067731201,0.040570823309011565,10.733341534030595
EDDV,EDDK,EDDV-EDDK,A319,A319,2026,1,248.01054671175405,1285.4644519871615,15.354158732068877,4062.067668279432,0.0,248.01054671175405,1285.4644519871615,5.183103980981786,0.061909297550615784,16.378608579902448
EDDV,EDDK,EDDV-EDDK,A320,A320,2025,4,992.0421868470162,5440.494130826769,64.98367989598641,17191.96145341259,0.0,248.01054671175405,1360.1235327066922,5.484135859300662,0.06550495609720236,17.32986931539009
EDDV,EDDK,EDDV-EDDK,A320,A320,2026,1,248.01054671175405,1360.1235327066922,16.245919973996603,4297.990363353148,0.0,248.01054671175405,1360.1235327066922,5.484135859300662,0.06550495609720236,17.32986931539009
EDDV,EDDL,EDDV-EDDL,A20N,A20N,2025,1,239.57939289555853,821.1406547784054,9.8080689320754,2594.8044690997613,0.0,239.57939289555853,821.1406547784054,3.4274260605392337,0.04093870016755197,10.830666351303979
EDDV,EDDL,EDDV-EDDL,A20N,A20N,2026,1,239.57939289555853,821.1406547784054,9.8080689320754,2594.8044690997613,0.0,239.57939289555853,821.1406547784054,3.4274260605392337,0.04093870016755197,10.830666351303979
EDDV,EDDL,EDDV-EDDL,A21N,A21N,2026,1,239.57939289555853,815.6303608396195,9.742251532251007,2577.391940253198,0.0,239.57939289555853,815.6303608396195,3.404426194514913,0.04066397954559478,10.757986774667126
EDDV,EDDL,EDDV-EDDL,A319,A319,2026,1,239.57939289555853,1249.510251488282,14.92470578166559,3948.452394702971,0.0,239.57939289555853,1249.510251488282,5.215432915104637,0.06229544870819428,16.480768011730653
EDDV,EDDL,EDDV-EDDL,A320,A320,2025,1,239.57939289555853,1323.6328201800195,15.81005868548357,4182.679711768863,0.0,239.57939289555853,1323.6328201800195,5.5248191598725676,0.06599089552070013,17.458428545197318
EDDV,EDDL,EDDV-EDDL,A320,A320,2026,3,718.7381786866756,3970.8984605400583,47.43017605645071,12548.03913530659,0.0,239.57939289555853,1323.6328201800195,5.5248191598725676,0.06599089552070013,17.45842854519732
EDDV,EDDL,EDDV-EDDL,A321,A321,2025,3,718.7381786866756,4580.2835245337765,54.70894209859789,14473.695937526736,0.0,239.57939289555853,1526.7611748445922,6.372673193600434,0.07611804092356074,20.137647291777373
EDDV,EDDL,EDDV-EDDL,A321,A321,2026,1,239.57939289555853,1526.7611748445922,18.236314032865963,4824.565312508912,0.0,239.57939289555853,1526.7611748445922,6.372673193600434,0.07611804092356074,20.137647291777377
EDDV,EDDL,EDDV-EDDL,B38M,B38M,2025,1,239.57939289555853,1049.6827361880985,12.537877126691177,3316.997446354392,0.0,239.57939289555853,1049.6827361880985,4.3813565244557315,0.052332869597665685,13.845086617280115
EDDV,EDDL,EDDV-EDDL,B38M,B38M,2026,4,958.3175715822341,4198.730944752394,50.151508506764706,13267.989785417569,0.0,239.57939289555853,1049.6827361880985,4.3813565244557315,0.052332869597665685,13.845086617280115
EDDV,EDDL,EDDV-EDDL,B738,B738,2025,8,1916.6351431644682,10747.51101872539,128.37304827921994,33962.134819172235,0.0,239.57939289555853,1343.4388773406738,5.607489279874452,0.06697834417627817,17.71966612440327
EDDV,EDDL,EDDV-EDDL,B738,B738,2026,13,3114.532107642261,17464.70540542876,208.6062034537324,55188.46908115488,0.0,239.57939289555856,1343.4388773406738,5.607489279874451,0.06697834417627817,17.719666124403265
EDDV,EDDM,EDDV-EDDM,A20N,A20N,2025,70,33493.074864648726,101152.42808963271,1208.2095577372795,319641.6727632394,0.0,478.47249806641037,1445.034686994753,3.02009978177301,0.036073414060066505,9.543515310402714
EDDV,EDDM,EDDV-EDDM,A20N,A20N,2026,192,91866.7196287508,277446.65990299254,3313.9462155079664,876731.4452934568,0.0,478.4724980664104,1445.0346869947527,3.0200997817730095,0.036073414060066505,9.543515310402714
