origin,destination,route,raw_aircraft_type,openap_type,year,number_of_trips,total_distance_km,total_fuel_kg,total_energy_mwh,total_co2_kg,total_nox_kg,average_flight_distance_km,average_fuel_kg_per_flight,fuel_kg_per_km,energy_mwh_per_km,co2_kg_per_km
EDDF,WIDD,EDDF-WIDD,B744,B744,2025,1,10310.584023160827,119039.99999999972,1421.8666666666634,376166.3999999992,0.0,10310.584023160827,119039.99999999972,11.545417769992302,0.1379036011415747,36.483520153175675
EDDF,WIDD,EDDF-WIDD,B744,B744,2026,3,30931.75206948248,357119.9999999992,4265.59999999999,1128499.1999999976,0.0,10310.584023160827,119039.99999999972,11.545417769992302,0.1379036011415747,36.483520153175675
EDDF,WSAC,EDDF-WSAC,A333,A333,2025,1,10284.05418326214,67911.40256651197,811.1639751000041,214600.03211017785,0.0,10284.05418326214,67911.40256651197,6.603563279260186,0.07887589472449666,20.86725996246219
EDDF,WSAC,EDDF-WSAC,B744,B744,2025,8,82272.43346609712,952319.9999999978,11374.933333333307,3009331.1999999937,0.0,10284.05418326214,119039.99999999972,11.575201557547588,0.138259351937374,36.57763692185039
EDDF,WSAC,EDDF-WSAC,B744,B744,2026,7,71988.37928283498,833279.999999998,9953.066666666644,2633164.799999994,0.0,10284.05418326214,119039.99999999972,11.575201557547588,0.138259351937374,36.577636921850385
EDDF,WSAP,EDDF-WSAP,A333,A333,2025,1,10275.822069827384,67864.29367937779,810.6012856147903,214451.16802683385,0.0,10275.822069827384,67864.29367937779,6.604269051976471,0.07888432478749674,20.86949020424565
EDDF,WSAP,EDDF-WSAP,A333,A333,2026,2,20551.644139654767,135728.58735875558,1621.2025712295806,428902.3360536677,0.0,10275.822069827384,67864.29367937779,6.604269051976471,0.07888432478749674,20.86949020424565
EDDF,WSAP,EDDF-WSAP,B744,B744,2025,11,113034.04276810122,1309439.999999997,15640.533333333296,4137830.399999991,0.0,10275.822069827384,119039.99999999972,11.584474623157755,0.13837011355438428,36.60693980917851
EDDF,WSAP,EDDF-WSAP,B744,B744,2026,40,411032.8827930953,4761599.999999989,56874.66666666653,15046655.999999968,0.0,10275.822069827384,119039.99999999972,11.584474623157757,0.1383701135543843,36.60693980917852
EDDF,WSAP,EDDF-WSAP,B748,B748,2025,1,10275.822069827384,134309.99999999968,1604.2583333333291,424419.599999999,0.0,10275.822069827384,134309.99999999968,13.070487118920683,0.15611970725377478,41.30273929578936
EDDF,WSAP,EDDF-WSAP,B748,B748,2026,1,10275.822069827384,134309.99999999968,1604.2583333333291,424419.599999999,0.0,10275.822069827384,134309.99999999968,13.070487118920683,0.15611970725377478,41.30273929578936
EDDF,WSAP,EDDF-WSAP,B77L,B77W,2026,1,10275.822069827384,105449.99999999996,1259.5416666666663,333221.99999999994,0.0,10275.822069827384,105449.99999999996,10.261952696673283,0.1225733238769309,32.42777052148758
EDDF,WSSL,EDDF-WSSL,B744,B744,2025,4,41069.573613602755,476159.9999999989,5687.4666666666535,1504665.5999999968,0.0,10267.393403400689,119039.99999999972,11.593984502490397,0.13848370377974642,36.63699102786966
EDDF,WSSL,EDDF-WSSL,B744,B744,2026,1,10267.393403400689,119039.99999999972,1421.8666666666634,376166.3999999992,0.0,10267.393403400689,119039.99999999972,11.593984502490397,0.13848370377974642,36.63699102786966
EDDF,WSSS,EDDF-WSSS,A333,A333,2025,1,10284.15557885948,67911.98281069731,811.1709057944402,214601.86568180352,0.0,10284.15557885948,67911.98281069731,6.603554593271604,0.07887579097518861,20.867232514738273
EDDF,WSSS,EDDF-WSSS,B744,B744,2025,9,92557.40020973532,1071359.9999999974,12796.79999999997,3385497.599999993,0.0,10284.15557885948,119039.99999999971,11.575087433012301,0.1382579887832025,36.577276288318885
EDDF,WSSS,EDDF-WSSS,B744,B744,2026,15,154262.3336828922,1785599.9999999958,21327.99999999995,5642495.999999988,0.0,10284.15557885948,119039.99999999972,11.575087433012301,0.13825798878320247,36.57727628831888
EDDF,WSSS,EDDF-WSSS,B748,B748,2025,1,10284.15557885948,134309.99999999968,1604.2583333333291,424419.599999999,0.0,10284.15557885948,134309.99999999968,13.059895775603849,0.15599319954193483,41.26927065090816
EDDF,WSSS,EDDF-WSSS,B77L,B77W,2025,1,10284.15557885948,105449.99999999996,1259.5416666666663,333221.99999999994,0.0,10284.15557885948,105449.99999999996,10.253637179193126,0.12247399964036235,32.40149348625028
EDDF,ZBAA,EDDF-ZBAA,B77L,B77W,2025,5,38945.927195722674,506372.5588625724,6048.338897525171,1600137.2860057289,0.0,7789.185439144535,101274.51177251448,13.001938721802622,0.15530093473264245,41.08612636089629
EDDF,ZBAA,EDDF-ZBAA,B77L,B77W,2026,6,46735.112634867204,607647.0706350869,7258.006677030205,1920164.7432068745,0.0,7789.185439144534,101274.51177251448,13.001938721802622,0.15530093473264245,41.08612636089629
EDDF,ZGSZ,EDDF-ZGSZ,B77L,B77W,2025,32,291796.5359989474,3374399.9999999986,40305.33333333332,10663103.999999998,0.0,9118.641749967106,105449.99999999996,11.56422227031568,0.13812821045099286,36.54294237419756
EDDF,ZGSZ,EDDF-ZGSZ,B77L,B77W,2026,51,465050.72924832243,5377949.999999998,64236.62499999998,16994321.999999996,0.0,9118.641749967106,105449.99999999996,11.56422227031568,0.13812821045099286,36.54294237419756
EDDF,ZUUU,EDDF-ZUUU,B77L,B77W,2026,3,23440.598451416183,304637.1032281682,3638.7209552253425,962653.2462010116,0.0,7813.532817138727,101545.70107605607,12.996131641415635,0.15523157238357566,41.067775986873414
EDDG,EDDF,EDDG-EDDF,A20N,A20N,2026,2,482.1225485344296,1649.7543132219714,19.70539874126244,5213.22362978143,0.0,241.0612742672148,824.8771566109857,3.421856783585301,0.040872178248379985,10.81306743612955
EDDG,EDDK,EDDG-EDDK,A319,A319,2025,1,144.02328566367356,792.6648723630236,9.46794153100278,2504.8209966671548,0.0,144.02328566367356,792.6648723630236,5.503727183492207,0.06573896358060134,17.391777899835375
EDDG,EDDK,EDDG-EDDK,A320,A320,2026,2,288.0465713273471,1678.2678859097784,20.045977526144576,5303.3265194749,0.0,144.02328566367356,839.1339429548892,5.826376888209965,0.06959283505361903,18.41135096674349
EDDG,EDDK,EDDG-EDDK,E190,E190,2026,1,144.02328566367356,591.6582232788431,7.0670287780528485,1869.6399855611444,0.0,144.02328566367356,591.6582232788431,4.108073361556942,0.049068654040819025,12.981511822519936
EDDG,EDDL,EDDG-EDDL,A21N,A21N,2026,1,113.85820617361608,390.3091597765014,4.662026075108211,1233.3769448937446,0.0,113.85820617361608,390.3091597765014,3.428028359952734,0.04094589429943544,10.832569617450641
EDDG,EDDL,EDDG-EDDL,A319,A319,2025,2,227.71641234723216,1270.4029766362871,15.174257776488986,4014.473406170667,0.0,113.85820617361608,635.2014883181436,5.578881923974456,0.06663664520302823,17.62926687975928
EDDG,EDDL,EDDG-EDDL,A319,A319,2026,2,227.71641234723216,1270.4029766362871,15.174257776488986,4014.473406170667,0.0,113.85820617361608,635.2014883181436,5.578881923974456,0.06663664520302823,17.62926687975928
EDDG,EDDL,EDDG-EDDL,A320,A320,2026,2,227.71641234723216,1340.1067761191412,16.00683093697863,4234.737412536486,0.0,113.85820617361608,670.0533880595706,5.884981070559316,0.07029282945390294,18.59654018296744
EDDG,EDDL,EDDG-EDDL,A321,A321,2026,3,341.5746185208483,2309.479573769222,27.585450464465715,7297.9554531107415,0.0,113.8582061736161,769.8265245897406,6.7612739604897225,0.08075966119473837,21.365625715147523
EDDG,EDDM,EDDG-EDDM,A20N,A20N,2025,13,6633.018983245027,19658.026833744192,234.8042094030556,62119.364794631656,0.0,510.2322294803867,1512.1559102880149,2.9636620795749673,0.03539929706158988,9.365172171456898
EDDG,EDDM,EDDG-EDDM,A20N,A20N,2026,91,46431.13288271519,137606.18783620934,1643.6294658213894,434835.5535624216,0.0,510.2322294803867,1512.1559102880146,2.9636620795749673,0.03539929706158989,9.365172171456898
EDDG,EDDM,EDDG-EDDM,A21N,A21N,2026,1,510.2322294803867,1713.4616329626783,20.46634728260977,5414.538760162064,0.0,510.2322294803867,1713.4616329626783,3.3581995294723805,0.040111827713142326,10.611910513132724
EDDG,EDDM,EDDG-EDDM,A319,A319,2025,241,122965.96730477319,554041.1341507208,6617.713546800276,1750769.9839162775,0.0,510.2322294803867,2298.9258678453143,4.505646125464297,0.05381743983193466,14.237841756467178
EDDG,EDDM,EDDG-EDDM,A319,A319,2026,265,135211.54081230247,609215.3549790083,7276.7389622492665,1925120.5217336663,0.0,510.23222948038665,2298.9258678453143,4.505646125464297,0.05381743983193467,14.23784175646718
EDDG,EDDM,EDDG-EDDM,A320,A320,2025,37,18878.592490774306,91150.96576887924,1088.7476466838352,288037.0518296584,0.0,510.23222948038665,2463.5396153751144,4.828271271463875,0.0576710179647074,15.257337217825848
EDDG,EDDM,EDDG-EDDM,A320,A320,2026,104,53064.151865960215,256208.1199990119,3060.263655543753,809617.6591968776,0.0,510.2322294803867,2463.5396153751144,4.828271271463875,0.057671017964707395,15.257337217825846
EDDG,EDDM,EDDG-EDDM,A321,A321,2025,3,1530.6966884411602,8618.409137812758,102.94210914609684,27234.172875488315,0.0,510.2322294803867,2872.803045937586,5.630383343018546,0.06725180104161042,17.792011363938606
EDDG,EDDM,EDDG-EDDM,A321,A321,2026,15,7653.4834422058,43092.04568906379,514.7105457304841,136170.86437744158,0.0,510.2322294803867,2872.803045937586,5.630383343018547,0.06725180104161042,17.79201136393861
EDDG,EDDN,EDDG-EDDN,A20N,A20N,2026,1,377.12920729700215,1230.554782474954,14.698293235117506,3888.553112620855,0.0,377.12920729700215,1230.554782474954,3.2629527458101384,0.038974157797176646,10.310930676760037
EDDG,EDDN,EDDG-EDDN,A320,A320,2025,1,377.12920729700215,1980.5490157046395,23.656557687583195,6258.534889626661,0.0,377.12920729700215,1980.5490157046395,5.251645795083936,0.06272799144128036,16.59520071246524
EDDG,EDDS,EDDG-EDDS,A319,A319,2025,1,398.16891906635,1916.897989316096,22.896281539053373,6057.397646238864,0.0,398.16891906635,1916.897989316096,4.814283329324026,0.057503939766925874,15.213135320663923
EDDG,EDDV,EDDG-EDDV,B738,B738,2025,1,141.20032222828357,841.1407027223044,10.046958393627524,2658.0046206024817,0.0,141.20032222828357,841.1407027223044,5.957073535302578,0.0711539338938919,18.824352371556145
EDDG,EDLW,EDDG-EDLW,A321,A321,2026,1,68.72122044585879,469.8601099656822,5.612217980145648,1484.7579474915558,0.0,68.72122044585879,469.8601099656822,6.837191000352737,0.0816664480597688,21.605523561114648
EDDG,EDMA,EDDG-EDMA,A20N,A20N,2026,1,472.6140084856747,1432.6476012500132,17.11217968159738,4527.166419950042,0.0,472.6140084856747,1432.6476012500132,3.0313269931215716,0.03620751686228544,9.578993298264168
EDDG,EDMA,EDDG-EDMA,A319,A319,2026,1,472.6140084856747,2170.839028595377,25.929466174889225,6859.851330361392,0.0,472.6140084856747,2170.839028595377,4.593260016881571,0.054863939090529876,14.514701653345766
EDDG,EDML,EDDG-EDML,A20N,A20N,2026,1,507.6589962206498,1506.719415379172,17.996926350362333,4761.233352598184,0.0,507.6589962206498,1506.719415379172,2.9679754059244305,0.03545081734854181,9.378802282721201
EDDG,LGRP,EDDG-LGRP,A320,A320,2026,8,18966.25883640169,68083.25726129378,813.2166839543424,215143.09294568835,0.0,2370.782354550211,8510.407157661723,3.589704108151392,0.042877021291808294,11.343464981758398
EDDG,LIBR,EDDG-LIBR,A320,A320,2026,1,1494.0599592825822,5724.476308290641,68.37568923791599,18089.345134198426,0.0,1494.0599592825822,5724.476308290641,3.8314903446307604,0.04576502356086742,12.107509489033204
EDDG,LIPZ,EDDG-LIPZ,A320,A320,2026,1,812.9309652792778,3507.593614217443,41.89625705870834,11083.99582092712,0.0,812.9309652792778,3507.593614217443,4.314749670056459,0.051537287725674376,13.634608957378413
EDDG,LKPR,EDDG-LKPR,A320,A320,2026,1,510.0460424200667,2462.8654799942788,29.41755989993166,7782.654916781921,0.0,510.0460424200667,2462.8654799942788,4.828712067460564,0.05767628302800117,15.258730133175382
EDDG,LPPR,EDDG-LPPR,A320,A320,2026,4,6916.609348509745,25915.208383132725,309.5427667985298,81892.0584906994,0.0,1729.1523371274363,6478.802095783181,3.7468081652922067,0.04475354197432358,11.839913802323373
EDDG,LSZH,EDDG-LSZH,A320,A320,2026,1,521.4067534441484,2503.9930805866866,29.90880624034098,7912.61813465393,0.0,521.4067534441484,2503.9930805866866,4.802379455284342,0.057361754604785195,15.175519078698521
EDDG,LZIB,EDDG-LZIB,E190,E190,2026,1,808.2844651964367,3002.642610526002,35.86489784794947,9488.350649262167,0.0,808.2844651964367,3002.642610526002,3.7148339969595634,0.04437162829701701,11.738875430392222
EDDH,BKPR,EDDH-BKPR,A319,A319,2025,8,11783.965800495895,42150.52630753565,503.4646197844536,133195.66313181265,0.0,1472.9957250619868,5268.815788441956,3.5769389542663017,0.04272454862040305,11.303127095481512
EDDH,EDDB,EDDH-EDDB,A20N,A20N,2025,4,1094.3974024165905,3627.608438962763,43.32976746538854,11463.242667122331,0.0,273.5993506041476,906.9021097406908,3.314708561033195,0.03959235225678537,10.474479052864897
EDDH,EDDB,EDDH-EDDB,A20N,A20N,2026,1,273.5993506041476,906.9021097406908,10.832441866347136,2865.810666780583,0.0,273.5993506041476,906.9021097406908,3.314708561033195,0.03959235225678537,10.474479052864897
EDDH,EDDB,EDDH-EDDB,A21N,A21N,2025,1,273.5993506041476,927.6330403880012,11.08006131574557,2931.320407626084,0.0,273.5993506041476,927.6330403880012,3.390479686226049,0.04049739625214448,10.713915808474315
EDDH,EDDB,EDDH-EDDB,A21N,A21N,2026,1,273.5993506041476,927.6330403880012,11.08006131574557,2931.320407626084,0.0,273.5993506041476,927.6330403880012,3.390479686226049,0.04049739625214448,10.713915808474315
EDDH,EDDB,EDDH-EDDB,A320,A320,2025,5,1367.9967530207382,7354.133007062724,87.84103313991587,23239.06030231821,0.0,273.5993506041476,1470.8266014125447,5.375840981218498,0.06421143394233206,16.987657500650453
EDDH,EDDB,EDDH-EDDB,A320,A320,2026,2,547.1987012082952,2941.6532028250895,35.136413255966346,9295.624120927283,0.0,273.5993506041476,1470.8266014125447,5.375840981218498,0.06421143394233206,16.987657500650453
EDDH,EDDF,EDDH-EDDF,A20N,A20N,2025,65,26688.86428781064,84593.37596678342,1010.4208796032464,267315.0680550356,0.0,410.5979121201637,1301.4365533351297,3.1696131785352506,0.03785926852139327,10.015977644171391
EDDH,EDDF,EDDH-EDDF,A20N,A20N,2026,342,140424.48594509598,445091.3012406144,5316.368320374004,1406488.511920341,0.0,410.5979121201637,1301.4365533351297,3.1696131785352515,0.03785926852139327,10.015977644171391
EDDH,EDDF,EDDH-EDDF,A21N,A21N,2025,54,22172.28725448884,74961.52083427974,895.3737210761191,236878.40583632397,0.0,410.59791212016376,1388.176311745921,3.3808654909566704,0.04038256003087134,10.683534951423077
EDDH,EDDF,EDDH-EDDF,A21N,A21N,2026,105,43112.78077261719,145758.51273332172,1741.0044576480093,460596.90023729665,0.0,410.5979121201637,1388.176311745921,3.380865490956671,0.04038256003087134,10.683534951423079
EDDH,EDDF,EDDH-EDDF,A319,A319,2025,671,275511.19903262984,1314715.4983938541,15703.546230815477,4154500.9749245783,0.0,410.5979121201637,1959.3375534930763,4.771913094676588,0.05699785085308146,15.079245379178017
EDDH,EDDF,EDDH-EDDF,A319,A319,2026,412,169166.33979350745,807247.0720391474,9642.117804912035,2550900.7476437055,0.0,410.5979121201637,1959.3375534930763,4.771913094676588,0.056997850853081455,15.079245379178017
EDDH,EDDF,EDDH-EDDF,A320,A320,2025,568,233219.61408425297,1194046.4224314243,14262.221156819789,3773186.6948833005,0.0,410.5979121201637,2102.194405689127,5.119837056243746,0.06115360928291141,16.178685097730238
EDDH,EDDF,EDDH-EDDF,A320,A320,2026,1018,417988.6745383266,2140033.9049915313,25561.516087398846,6762507.139773239,0.0,410.5979121201637,2102.194405689127,5.119837056243746,0.06115360928291141,16.178685097730238
EDDH,EDDF,EDDH-EDDF,A321,A321,2025,426,174914.71056318973,1044108.2586664063,12471.29308962652,3299382.097385844,0.0,410.5979121201637,2450.95835367701,5.969242125517004,0.07129928094367534,18.862805116633737
EDDH,EDDF,EDDH-EDDF,A321,A321,2026,868,356398.9877203021,2127431.850991645,25410.991553511314,6722684.6491335975,0.0,410.5979121201637,2450.95835367701,5.969242125517005,0.07129928094367534,18.862805116633734
EDDH,EDDF,EDDH-EDDF,B748,B748,2026,1,410.5979121201637,9815.913712293795,117.24563600795368,31018.2873308484,0.0,410.5979121201637,9815.913712293795,23.9063897368799,0.2855485440793988,75.5441915685405
EDDH,EDDF,EDDH-EDDF,E190,E190,2026,112,45986.96615745834,173092.6284074756,2067.495283755958,546972.7057676228,0.0,410.5979121201637,1545.469896495318,3.7639497203362,0.04495828832623793,11.89408111626239
EDDH,EDDG,EDDH-EDDG,A319,A319,2025,1,225.9167860452047,1191.2351305022603,14.228641836554775,3764.303012387144,0.0,225.9167860452047,1191.2351305022603,5.272893401838235,0.06298178229973449,16.66234314980883
EDDH,EDDK,EDDH-EDDK,A20N,A20N,2025,1,360.3688154132313,1195.039126150462,14.27407845124163,3776.32363863546,0.0,360.3688154132313,1195.039126150462,3.3161557688617496,0.03960963835029312,10.47905222960313
EDDH,EDDK,EDDH-EDDK,A21N,A21N,2026,1,360.3688154132313,1223.6922210417122,14.616323751331562,3866.8674184918095,0.0,360.3688154132313,1223.6922210417122,3.3956662416488967,0.040559346775250714,10.730305323610512
EDDH,EDDK,EDDH-EDDK,A319,A319,2025,3,1081.106446239694,5363.164048966137,64.06001502931774,16947.59839473299,0.0,360.3688154132313,1787.7213496553788,4.960810350932882,0.05925412363614275,15.676160708947906
EDDH,EDDK,EDDH-EDDK,A319,A319,2026,1,360.3688154132313,1787.7213496553788,21.353338343105914,5649.199464910997,0.0,360.3688154132313,1787.7213496553788,4.960810350932882,0.059254123636142755,15.676160708947908
EDDH,EDDK,EDDH-EDDK,A320,A320,2025,1,360.3688154132313,1919.5786739318105,22.92830082751885,6065.868609624521,0.0,360.3688154132313,1919.5786739318105,5.326705840877627,0.06362454198826055,16.8323904571733
EDDH,EDDK,EDDH-EDDK,A320,A320,2026,8,2882.9505233058503,15356.629391454484,183.4264066201508,48526.94887699617,0.0,360.3688154132313,1919.5786739318105,5.326705840877627,0.06362454198826055,16.8323904571733
EDDH,EDDL,EDDH-EDDL,A20N,A20N,2025,10,3390.4216716522096,11498.308255413323,137.34090416188135,36334.65408710611,0.0,339.042167165221,1149.8308255413324,3.391409496804568,0.04050850232294345,10.716854009902438
EDDH,EDDL,EDDH-EDDL,A20N,A20N,2026,21,7119.88551046964,24146.44733636798,288.4158987399509,76302.77358292282,0.0,339.042167165221,1149.8308255413324,3.391409496804568,0.04050850232294346,10.716854009902436
EDDH,EDDL,EDDH-EDDL,A21N,A21N,2025,4,1356.168668660884,4615.020659035252,55.12385787180995,14583.465282551397,0.0,339.042167165221,1153.755164758813,3.4029842789335656,0.040646756665039814,10.753430321430068
EDDH,EDDL,EDDH-EDDL,A21N,A21N,2026,6,2034.253002991326,6922.530988552878,82.68578680771493,21875.197923827094,0.0,339.042167165221,1153.755164758813,3.4029842789335656,0.040646756665039814,10.753430321430068
EDDH,EDDL,EDDH-EDDL,A319,A319,2025,108,36616.554053843865,185195.32729171423,2212.0552982065865,585217.234241817,0.0,339.042167165221,1714.771548997354,5.0576940424101196,0.060411345506565316,15.98231317401598
EDDH,EDDL,EDDH-EDDL,A319,A319,2026,216,73233.10810768773,370390.65458342846,4424.110596413173,1170434.468483634,0.0,339.042167165221,1714.771548997354,5.0576940424101196,0.060411345506565316,15.98231317401598
